GPS_id,Latitude,Longitude
76,37.8247770415,-122.31380045409999
77,37.4241328167,-122.19633578330001
78,34.0301191667,-118.4670352833
79,33.9435379571,-118.4071683884
80,37.89655565,-122.0586419
81,37.7707386,-122.41627691670001
82,37.5628984444,-122.2878205776
83,37.6131319833,-122.48794555
84,37.3324012667,-122.0294594667
85,37.7755343833,-122.4092817167
86,37.3887705667,-121.9830679833
87,37.3327163487,-121.9011855125
88,37.3232710333,-122.0514750333
89,37.7688288667,-122.4984169
90,37.7700023476,-122.4469506741
91,37.3253923079,-121.8628138304
92,37.7795577,-122.39790915000002
93,37.86590128,-122.258477211
94,37.8798858331,-122.2694715858
95,37.8799938034,-122.2694420815
96,37.8326897743,-122.2828772664
97,37.8678083668,-122.256770786
98,37.776222,-122.43291099999999
99,37.770844608699996,-122.4253514708
100,37.32153295,-122.0319700167
101,37.7340796251,-122.4341136105
102,37.73314475,-122.4339151333
103,37.7340685919,-122.4209654331
104,37.3940532605,-122.07610845569998
105,34.1820931333,-118.3109736333
106,37.76462315,-122.4172854333
107,37.7620375,-122.4182724833
108,37.7361166333,-122.41018295000002
109,38.5766215771,-121.4938437939
110,37.7614446392,-122.4239587784
111,34.18005465,-118.30799101670002
112,39.2410612,-120.1401114333
113,37.7783555476,-122.3894011974
114,39.2744386167,-120.11979101670002
115,37.2564625667,-122.03475951670002
116,37.7470579947,-122.4120819569
117,37.7513378048,-122.2011208534
118,37.7502562111,-122.2028911114
119,37.4543776112,-122.1828067303
120,37.7736612239,-122.4393307856
121,33.6180996833,-117.70297050000002
122,37.7015723809,-122.4854832888
123,32.7070090903,-117.157087326
124,32.7117598,-117.15646504999998
125,37.38835215,-121.9772100333
126,37.4164931198,-121.8979883194
127,37.7524781167,-122.41825103330001
128,37.3209173387,-121.94910049440001
129,37.4382948833,-122.15833425
130,37.4381446833,-122.1588277667
131,37.44766115,-122.16013668329998
132,37.7247118833,-122.46017931670002
133,33.875194783299996,-118.1420588333
134,36.1248420622,-115.1718986034
135,36.1194949276,-115.17161965369999
136,36.1207515803,-115.17396926879998
137,36.116418210300004,-115.17525672910001
138,36.1128126641,-115.1738834381
139,36.1161755345,-115.1714158058
140,36.1157551836,-115.17356693740001
141,37.77790545,-122.39157915
142,37.7651426407,-122.41957068440001
143,37.7650415833,-122.3964500333
144,37.7766595428,-122.3874592781
145,37.77712225,-122.39061355000001
146,37.5559473,-122.2746562833
147,33.6158144333,-117.8752970667
148,37.3237967333,-121.9943976333
149,33.8117820043,-117.92209625240001
150,37.78087735,-122.45706794999998
151,37.7580678333,-122.38883256670002
152,37.6739645,-122.4642777333
153,37.3961415675,-121.97257518770002
154,37.7763457776,-122.4346876144
155,38.5020053333,-122.4653077
156,37.86984085,-122.3004698667
157,37.7565550667,-122.4211692667
158,33.818255747,-118.1447356939
159,33.723723947,-117.7917730808
160,37.5642728667,-122.3217988
161,37.5589728333,-122.2704076667
162,38.5582029667,-122.5421261667
163,38.4887444833,-122.45018004999999
164,38.4024367385,-122.3618870974
165,38.3991050667,-122.3585987
166,37.7763605,-122.42329358329998
167,37.8688323333,-122.2599363167
168,37.5050067833,-122.25924968329998
169,37.7830874833,-122.4067282667
170,37.7827870833,-122.4066638833
171,37.70579695,-121.9263982667
172,37.5660645833,-122.3227429333
173,37.4431003116,-122.1713590622
174,37.4716830167,-122.2594213333
175,36.1231112333,-115.1680254833
176,36.2538945574,-120.2372181416
177,36.1289669933,-115.16549348829999
178,36.1023071005,-115.169634819
179,36.1012798722,-115.17353475089999
180,36.112439966,-115.17226338390002
181,37.7785864,-122.4099930833
182,33.8001102021,-117.8829145432
183,37.7743985826,-122.4376802582
184,38.1376198344,-122.2342300415
185,37.4438202333,-122.1615314333
186,37.4451446613,-122.1626150608
187,37.7549350167,-122.4465537
188,37.7639257833,-122.4689984167
189,37.8679740333,-122.25733994999999
190,37.4471461667,-122.1700501333
191,33.8085616642,-117.9211306572
192,37.7657067667,-122.45007274999999
193,37.4344963947,-122.1610915661
194,37.5122702,-122.2533702833
195,37.7742791167,-122.4375414833
196,37.4223555227,-122.08804965020002
197,37.77838825,-122.39355325
198,37.5874364333,-122.32900856669998
199,33.8054680667,-117.9208087833
200,37.7615082532,-122.4257665873
201,37.3181955398,-121.95114433769999
202,37.4203562667,-122.2046399
203,37.56050705,-122.2687125167
204,37.6330769,-122.39999055000001
205,37.5597882167,-122.2819089833
206,37.5601637333,-122.2811794167
207,37.83709645,-122.2621893833
208,37.7638614167,-122.2431564167
209,37.7644193167,-122.2434353667
210,37.7668654833,-122.4290227833
211,34.0628314,-118.3991003
212,34.1188950206,-118.3003655076
213,34.1183065768,-118.3003735542
214,34.0576105002,-118.415504694
215,34.00916575,-118.49765538330001
216,34.00860785,-118.49812745
217,34.0076100667,-118.49952220000002
218,34.009552,-118.4972047667
219,34.0100347833,-118.49634646670002
220,34.0043914167,-118.48596095
221,34.0147233,-118.49490880000002
222,34.0155386833,-118.4956812833
223,32.7748627027,-117.0706987381
224,34.0721654833,-118.3594679667
225,34.072026,-118.35826634999998
226,34.07181445132374,-118.35800769229496
227,34.0719079833,-118.35929631669998
228,34.0721440167,-118.3579444833
229,34.071867,-118.357832
230,32.7318769977,-117.2019767761
231,34.4188678167,-119.7001218667
232,34.0507078167,-118.2551622333
233,37.7748370167,-122.4376273
234,37.7404618167,-122.1985244667
235,37.75260686669999,-122.41844415
236,38.5801274813,-121.5140891075
237,38.5404682,-121.7386651
238,37.8081607667,-122.26984976670002
239,37.4157602871,-122.1525514126
240,37.7765536167,-122.44166135000002
241,37.7616405333,-122.4242806333
242,37.3359525167,-121.8927526333
243,33.8041844816,-118.066431284
244,37.7826046833,-122.4076080167
245,37.7656531333,-122.2416973
246,34.0432405333,-118.2635521833
247,34.0430230998,-118.2671570778
248,34.04432415,-118.26584815
249,37.7521988269,-122.4202921987
250,34.0669512667,-118.40064525
251,34.0697622167,-118.4057736333
252,37.5617408667,-122.2691416667
253,37.7735173667,-122.4372839833
254,37.4332951752,-122.0889616013
255,37.4246370667,-122.0805501833
256,37.7832313449,-122.40374565119998
257,37.7659535333,-122.40668535
258,37.8336494135,-122.2922194004
259,37.7824215609,-122.39258229729998
260,37.85361885,-122.2901058167
261,37.7650415833,-122.39973305
262,37.7624344667,-122.3975443833
263,37.7626919667,-122.39604233330002
264,37.7610035809,-122.3910212517
265,37.7820866214,-122.4006128311
266,37.7651383999,-122.4042753875
267,37.7631603735,-122.40095882110002
268,37.7608144167,-122.3882102833
269,37.7648913833,-122.3978233333
270,37.7774119333,-122.3944544667
271,37.781628727,-122.3939502239
272,37.7773582833,-122.3931241
273,34.0726697333,-118.37184905
274,37.7786014651,-122.420348525
275,34.0784955,-118.36150645000001
276,37.8494668,-122.25214718329998
277,37.8716325667,-122.25322006670001
278,37.8714823667,-122.258327
279,37.8703558333,-122.2595286333
280,37.8692468045,-122.25941061969999
281,37.86928295,-122.26012945
282,37.8690181279,-122.2610092163
283,37.4320087414,-122.2015553713
284,34.0647388345,-118.3756899834
285,37.98917151669999,-122.3107787333
286,38.9569028,-119.94301160000002
287,37.8785484167,-122.26869315
288,37.8308987667,-122.28587138330002
289,37.7275518214,-122.47692704200001
290,36.13484515,-115.16246025
291,37.7215860978,-122.4474549294
292,36.0990996765,-115.17510652540001
293,37.75836745,-122.4213599333
294,37.7596465333,-122.4215313
295,37.7594765667,-122.42114205000001
296,36.1431471333,-115.15733305
297,37.61566805,-122.39327059999998
298,37.4924198833,-122.2177186
299,37.7623988431,-122.4352937937
300,37.3919951333,-122.08025435
301,37.7804161412,-122.51350164410002
302,37.78093625,-122.51169616670002
303,37.77016455,-122.46950103329999
304,37.4424601167,-122.17343471669999
305,37.8004933213,-122.2742164135
306,37.8079106624,-122.2701179981
307,37.8094788048,-122.2681760788
308,37.7650719833,-122.46662483330002
309,37.8090721333,-122.2598309833
310,33.7884568704,-118.0341160297
311,37.8735033333,-122.26856519999998
312,33.1267958667,-117.25441151669999
313,37.7788813013,-122.3938429356
314,34.0838610508,-118.3630996943
315,34.1363168833,-118.3529745167
316,37.2866359565,-121.9495403767
317,37.3353190167,-121.89810155
318,34.0085313891,-118.49836349489999
319,37.7529224167,-122.4075517833
320,37.9772865333,-122.0339878833
321,34.1021696667,-118.3392036333
322,37.7797805333,-122.3893295333
323,32.7478592027,-117.1580529213
324,37.7681641167,-122.2326509333
325,32.7063861753,-117.1615934372
326,32.7164606146,-117.16096043589998
327,32.7089410019,-117.15911507610001
328,36.17044025,-115.14439524999999
329,36.1014489107,-115.1305550337
330,37.3880266,-122.06954291669999
331,37.3950080833,-122.06946325
332,34.0488903633,-118.2609128952
333,37.7647172833,-122.40357161670002
334,37.7630942667,-122.4084580667
335,37.776422099,-122.3943257332
336,37.3924952667,-122.06926101669998
337,34.058080792,-118.4197935557
338,37.7505000814,-122.4182949289
339,37.7575598423,-122.3925232887
340,36.0809449235,-115.14684677119999
341,37.4861951333,-122.23227303329999
342,37.4061544039,-122.10580587390001
343,37.4290661833,-122.142318
344,37.7694226667,-122.42815735
345,32.7314437868,-117.1504354477
346,32.7314437868,-117.1545553207
347,37.7758196,-122.4090319833
348,37.7141770694,-122.2108411789
349,32.7087922667,-117.1565851333
350,37.7773888296,-122.39515185359998
351,37.7784353667,-122.3877088167
352,34.0774474692,-118.4744918346
353,37.7556642667,-122.4094543167
354,37.7590554833,-122.41157525
355,37.7591791667,-122.4121939333
356,37.7590033667,-122.4126632
357,37.75902125,-122.41457961669998
358,37.75869495,-122.41588465
359,37.7525708333,-122.4142331333
360,37.7526873018,-122.4095429911
361,37.7527671808,-122.40833759310001
362,37.7581422333,-122.4040159667
363,37.7589509284,-122.40490436550002
364,37.7620942333,-122.4057557667
365,32.7103538,-117.1555032167
366,37.75671195,-122.41872295000002
367,37.7608082,-122.4339337
368,37.7765811016,-122.4247473478
369,33.762041537,-118.1967759132
370,33.9527626667,-118.39683841670002
371,37.7529029064,-122.4083912373
372,37.756988083,-122.4166420424
373,37.7574158333,-122.41049625
374,37.763099645,-122.41097688670001
375,36.6179811667,-121.9019532667
376,37.76644029,-122.4093997478
377,37.7801971436,-122.48303985599999
378,37.3066331952,-122.03204512599999
379,34.1961143486,-118.3539104462
380,37.3824505,-122.0686078833
381,37.37164535,-122.0681612167
382,37.7786438646,-122.393682003
383,37.7651452333,-122.4183573833
384,37.76492395,-122.4226958167
385,33.0632604167,-117.2652186333
386,34.0491784,-118.2391276
387,37.769586783,-122.4327027798
388,37.7719919741,-122.4313929638
389,37.7608441833,-122.4359442167
390,34.0630183333,-118.44708875
391,34.06306855,-118.4470092833
392,37.8682304587,-122.2676128149
393,37.7603501667,-122.5049837667
394,37.7687484,-122.4745249167
395,37.7641027167,-122.4644968833
396,37.687951,-122.4721
397,34.1457214355,-118.2549819946
398,37.7790593782,-122.41587996480001
399,37.7785390833,-122.41524729999999
400,37.8914596833,-122.0587429333
401,37.9779665772,-122.0334586501
402,37.7809503598,-122.3960959911
403,37.7603843983,-122.4146461487
404,34.1006062,-118.26323091
405,37.7550999309,-122.4183046818
406,37.7799398167,-122.4387800667
407,37.7513158645,-122.4318983585
408,37.7339904736,-122.43412555809999
409,37.6995723667,-122.4825568167
410,37.89691735,-122.05995833330002
411,37.85737155,-122.2670210167
412,37.8113181511,-122.2670710087
413,37.6116732569,-122.3899483681
414,37.8502070491,-122.2525012493
415,37.8673804333,-122.259032
416,37.8681834833,-122.25899598330001
417,37.5374909248,-122.2979700565
418,37.7747598367,-122.4225614061
419,37.761835,-122.422918
420,37.4484108833,-122.17474348330002
421,33.0714107667,-117.2655744833
422,37.7331094128,-122.4344404122
423,37.57825669999999,-122.34736878329998
424,34.0596992887,-118.23700904850001
425,37.7643642,-122.47142215
426,32.7618727833,-117.14642281669998
427,32.7076372167,-117.16024073330001
428,37.7282825773,-122.43178458719999
429,37.7238095104,-122.4456954002
430,37.73701283,-122.42019295690001
431,37.7551816167,-122.4228495167
432,37.7539359667,-122.4209198833
433,37.7537184833,-122.41964088330002
434,37.75604555,-122.42116831670002
435,37.7790261,-121.9771419167
436,37.8991433293,-122.0619960129
437,37.9446789333,-122.0560803667
438,37.7764575167,-122.4180327167
439,37.7790746,-122.4145193667
440,37.7817309333,-122.3961121667
441,37.7601765167,-122.41884655
442,37.7466258843,-122.41897891189998
443,37.7617194167,-122.4193929833
444,37.5996801843,-122.38657951349998
445,37.6163560649,-122.3861503601
446,37.4144820735,-122.0770740509
447,37.7615074333,-122.4247361167
448,32.7093648167,-117.15590255
449,37.5291233833,-122.28757035
450,34.1086188347,-118.2716440798
451,37.4150876,-122.08045886669998
452,33.1165310167,-117.12021445
453,37.3804219167,-122.0739052833
454,33.1354848699,-117.1846926212
455,37.4445658167,-122.1629589833
456,37.7664023833,-122.4105815333
457,34.1547157596,-118.46714258190002
458,37.7783519,-122.3967289333
459,37.7276527134,-122.475858769
460,37.7709691333,-122.41279375
461,32.7439437833,-117.1606355167
462,37.780102392,-122.4165666103
463,37.7678089333,-122.46431665
464,34.0719924833,-118.3603844833
465,37.5650585771,-122.32272148130001
466,32.7125157667,-117.1547861833
467,34.61477279,-120.1928991
468,34.055806101,-118.23574304580002
469,34.0587017333,-118.2400276
470,37.9732065,-122.5302637333
471,37.7682181667,-122.45784060000001
472,37.7680241546,-122.4580791593
473,37.7668728347,-122.4559950829
474,37.7968525833,-122.2792482333
475,37.7821720028,-122.41060447869998
476,37.7134641341,-122.3863649368
477,37.4227132532,-122.083418069
478,33.8783575,-117.88076060000002
479,32.9929212167,-117.2720514667
480,33.9408677604,-118.4069108963
481,37.7825003496,-122.4326252381
482,37.7361728432,-122.48001694679999
483,37.7328806817,-122.5029659271
484,37.85933635,-122.2668751667
485,32.76940765,-117.16537205
486,37.4436088667,-122.16070864999999
487,34.1456349131,-118.1512239575
488,39.1917862889,-120.24832248689998
489,38.9295024164,-119.91491317749998
490,35.65077445,-121.1859178333
491,34.0774510333,-118.260028
492,37.7700235498,-122.4221536517
493,37.7681311167,-122.47642785000001
494,37.7685348833,-122.4736954833
495,36.583306383300005,-121.90001120000001
496,36.5875303667,-121.8505883167
497,37.78045006,-122.3967933655
498,37.7809375167,-122.39555155
499,37.7810586,-122.3955969167
500,37.78143015,-122.39408975
501,37.7813357833,-122.3944219333
502,37.7814778333,-122.3924510833
503,37.77949465,-122.39363196669999
504,37.7792271,-122.39021275
505,37.7813234625,-122.396696806
506,37.7796105662,-122.39035606379998
507,37.7799522833,-122.3942427167
508,37.7444315049,-122.4289401822
509,33.80915,-117.87033
510,33.1420981667,-117.1913958167
511,34.1026234551,-118.3267486413
512,37.7002268833,-122.48235683330002
513,37.7717273167,-122.4710699667
514,37.4536053667,-122.1827463
515,37.4541099333,-122.1829627
516,37.4535173937,-122.1823775768
517,37.4535007167,-122.1823832
518,37.4527699167,-122.1834121667
519,37.45133415,-122.1832728
520,37.3868161876,-122.067707777
521,37.3880011037,-121.9636166096
522,37.4233779879,-122.0709478855
523,37.7625430328,-122.46648788449998
524,37.7646295116,-122.394631505
525,37.419743913,-122.088779211
526,37.5227970553,-122.2550868988
527,37.392216354700004,-122.0726430416
528,33.4906157667,-117.6980706
529,37.7650724333,-122.41906535
530,37.4860821,-122.2279862
531,34.0982034833,-118.3539755833
532,37.421230795,-122.21217155460002
533,37.3847734421,-122.0814178884
534,37.3923783111,-122.0786994696
535,37.3934139713,-122.07887649540001
536,37.392967531,-122.0796945691
537,37.7822739333,-122.3927251
538,37.4442843376,-122.1610271931
539,37.3862237225,-122.0839780569
540,37.4434282631,-122.1616870165
541,34.0761811348,-118.3941704035
542,37.4493098508,-122.18610048290002
543,37.7820701924,-122.401086241
544,37.4272142167,-122.1440163167
545,34.086788,-117.77129180000001
546,36.1175362426,-115.1726281643
547,37.78248935,-122.3929546667
548,32.71516575,-117.17356625
549,34.0555483265,-118.24981927869999
550,37.7526823521,-122.41204977039999
551,36.0995157822,-115.1713728905
552,37.7695511333,-122.4470652333
553,34.0778524,-118.3764969333
554,36.1163880886,-115.1723716538
555,33.0513349,-117.2610837167
556,37.5984391182,-122.5021183491
557,37.7650832705,-122.43897914890002
558,37.3263089,-122.03173791669998
559,36.0683797959,-115.17757415770001
560,36.1150574828,-115.1717698574
561,37.6278281232,-122.4270486832
562,33.6791130406,-117.86127448080002
563,34.143797,-118.25666609999999
564,36.10990037140001,-115.1703965664
565,36.1273205132,-115.1651287079
566,37.7677184667,-122.41091875000001
567,37.7591390333,-122.3883943
568,37.7596451833,-122.3874514333
569,37.3846720333,-122.0824086167
570,37.78242611,-122.39536869
571,37.3372404833,-122.0145637
572,37.7571442079,-122.50991821289999
573,37.588943427,-122.41313740610002
574,35.6144999134,-115.38569211960001
575,35.2668556106,-116.0740327835
576,35.2664176199,-116.0728740692
577,37.4564262167,-122.1882479667
578,37.4336700259,-122.44121611120002
579,33.9911651,-118.4668721167
580,37.7958233167,-122.2764868833
581,37.7624966667,-122.2543455667
582,37.80054225,-122.2701480167
583,37.7817655167,-122.30116105
584,37.4191867667,-122.2122015167
585,36.1140694238,-115.1985919476
586,37.7733382,-122.4223983667
587,37.8677109014,-122.2590011067
588,34.0781664167,-118.2615352833
589,37.7779718299,-122.3930999637
590,37.4275412333,-122.1437183333
591,34.1016330418,-118.3266592026
592,37.7937727167,-122.27480265000001
593,38.2586456833,-122.05996654999998
594,33.6496364349,-117.7427530289
595,33.6981074833,-117.82728784999999
596,37.6939370738,-121.92893134509998
597,37.4257566,-122.1437229667
598,37.38730955,-122.05498245000001
599,37.3920571833,-122.0706892833
600,37.3879463333,-121.96358783329998
601,37.8346921833,-122.2629167167
602,37.6697623167,-122.0870218167
603,37.754151995,-122.1974086761
604,37.4430577204,-122.1647393703
605,37.3924582833,-122.07908565000001
606,37.3945369858,-122.0782703161
607,36.0848987512,-115.1490783691
608,37.6647552167,-121.8744540833
609,37.6586141,-121.8766786667
610,37.6609461667,-121.8754397
611,37.6609224833,-121.87556405
612,37.3917161167,-122.0778812333
613,37.75782605,-122.3905651833
614,34.0920868833,-118.2801161833
615,37.7735302833,-122.42579775
616,37.8039350602,-122.2713196278
617,37.7948818333,-122.27714623330002
618,37.7954141,-122.2764857833
619,37.3771803667,-122.03047865000002
620,37.6630390333,-121.87487613329999
621,37.6617433667,-121.87520571670001
622,37.6630118833,-121.8746967833
623,37.6630455833,-121.87465490000001
624,37.6633302667,-121.87258349999999
625,39.5059758981,-119.7758865322
626,37.7657699,-122.40184721669999
627,37.7577227,-122.2512873
628,37.39345659069999,-122.0789891481
629,37.3932797198,-122.0791634917
630,37.3940836667,-122.07871751670001
631,37.7623910167,-122.39754325
632,37.43297865,-122.1705028333
633,37.4478885333,-122.15970335
634,37.44433405,-122.16162565
635,37.8365154833,-122.26236065
636,37.4440511333,-122.1635202833
637,37.77608585,-122.4260314167
638,37.4288308995,-122.1427237988
639,37.3917660333,-122.08027814999998
640,37.7618418833,-122.42160066670002
641,37.3936307833,-122.0802563833
642,38.25559025,-122.3510680833
643,37.7700370333,-122.44901163330002
644,36.1033262,-115.17284744000001
645,37.7824478,-122.39273595
646,38.2692290833,-122.3558399167
647,37.7581288833,-122.38825095
648,37.39457698329999,-122.0808653667
649,37.7736858333,-122.4220224333
650,37.5151499,-121.9418379833
651,37.7827612667,-122.4007778167
652,37.4028188,-122.07912141670002
653,37.7643876667,-122.4326708
654,37.7613111167,-122.4259584667
655,38.2607120701,-122.0547800586
656,38.2392756094,-122.0788657665
657,37.4435347406,-122.1682369709
658,37.39014605,-122.0816000167
659,37.5566558191,-122.2757667303
660,37.3875814167,-122.0829430333
661,37.3913728833,-122.08022995
662,37.44441039979999,-122.1631415289
663,37.7667776426,-122.42983231020001
664,34.1170720333,-118.2621877667
665,37.76304375,-122.4263025833
666,38.0570210006,-122.2247457504
667,37.7625560167,-122.3960515167
668,37.3715725759,-121.9972622395
669,37.44687985,-122.1603479833
670,37.4422176833,-122.1612414167
671,38.6490700803,-121.51823043819999
672,38.571622432,-121.4881789684
673,38.5844235167,-121.5039984667
674,38.5820388833,-121.50443661670002
675,37.3824199167,-121.9951280667
676,37.3915628667,-122.0728781
677,37.3217382,-122.0315728
678,37.3222338167,-122.0320181167
679,37.3233633,-122.02955724999998
680,37.3227703,-122.0248148167
681,33.76453745,-118.19248998330002
682,37.7026573833,-121.8114189667
683,37.3951083,-122.0771515667
684,37.4448253833,-122.1624341333
685,37.4469845282,-122.15875267979999
686,37.3933774,-122.0793558833
687,37.3882893833,-122.0827029333
688,37.3881626833,-122.0826999667
689,37.50818954999999,-122.2603015833
690,37.6145297465,-122.3896990253
691,37.6136365027,-122.3885965347
692,37.7648612333,-122.4231970167
693,37.4432543,-122.1715111167
694,37.7648357333,-122.42411676670001
695,37.4924429696,-122.2241127491
696,37.7734181,-122.43886016669998
697,37.70313018,-121.88337546
698,37.5018811333,-122.2463103
699,37.38594555000001,-122.0837477333
700,37.4159266667,-122.0774966
701,37.94538201259999,-122.06207513809998
702,37.7705016667,-122.4034463333
703,34.1504792833,-118.25528140000002
704,37.7704773,-122.40374873329999
705,37.5045748833,-122.2466342
706,37.8790842333,-122.2958876333
707,38.5976242167,-121.44953585
708,37.7624771167,-122.3970680167
709,37.3153799333,-122.0328126667
710,34.1336809333,-117.63656665
711,37.7806504,-122.4061246
712,37.6454236692,-122.4057197571
713,37.3693369167,-122.03727021670001
714,37.60060715,-122.38208745
715,37.3927150088,-122.0797871053
716,37.6006216167,-122.3821467
717,37.44528085,-122.1603324667
718,37.7339199167,-122.4340679667
719,33.5707117167,-117.8346714167
720,37.8272301833,-122.2570721833
721,37.37664745,-122.0302153833
722,37.3775834303,-122.03012466429999
723,37.7827387167,-122.39266998329998
724,33.6705684542,-117.91205406190001
725,37.421599183299996,-122.1442695167
726,37.4254983167,-122.1455788167
727,37.6390426833,-122.4199822
728,33.6519763588,-117.7453923225
729,33.649417622,-117.74255454540001
730,33.6503866465,-117.74345040320001
731,37.3875499667,-121.9924822167
732,37.3695091644,-121.92956328389998
733,37.77640555,-122.426436
734,33.6673817333,-117.9651611333
735,37.77553535,-122.42611526670001
736,33.50202825,-117.6627011
737,37.8115301,-122.26602405
738,37.7626215167,-122.4005662667
739,37.7766977033,-122.4250906706
740,37.780515183300004,-122.3904248667
741,37.7770411473,-122.4228215218
742,37.3937794333,-122.0791279333
743,33.6517262936,-117.74559617039999
744,33.1594781641,-117.3507320881
745,37.3762435833,-122.0304382333
746,37.3777858333,-122.02986809999999
747,37.77960855,-122.39513925000001
748,34.0563732,-118.2767440167
749,37.3906625833,-122.0811022333
750,37.4796772063,-122.25461483
751,37.3903588167,-122.08401205
752,37.783061171,-122.4615912676
753,37.7686793176,-122.41300463680001
754,37.44735965,-122.1603056333
755,37.7032941333,-121.8851665333
756,37.4439857333,-122.1634244333
757,37.7254642971,-122.4593397975
758,34.0601614817,-118.4373807907
759,33.8985075676,-118.39491748719999
760,34.0516794833,-118.4329585
761,37.3930017619,-122.07946937069998
762,34.0591324333,-118.42040725
763,37.3929937333,-122.07962415
764,34.057836,-118.4187197167
765,37.7613213167,-122.43070955000002
766,37.7784091,-122.4119202
767,37.3773555,-122.03001146670002
768,32.76735975,-117.1509371167
769,37.7653570333,-122.4500239167
770,37.7065252167,-121.9308453833
771,37.3212981167,-121.947861
772,37.3202603618,-121.9478559494
773,37.3208981414,-121.94921851159998
774,37.4458483,-122.1618453
775,37.4368647002,-122.1596431732
776,37.4226403667,-122.14134838329998
777,37.2953184333,-121.9277609667
778,37.377421442,-122.0663774014
779,37.7830748,-122.4635874
780,37.7830223667,-122.4637469833
781,34.0148668,-118.4970328833
782,37.4014209833,-122.09788156669998
783,34.0172669333,-118.4982732333
784,33.1621662617,-117.3441381776
785,37.4106143,-122.12313820000001
786,33.6192195476,-117.7015710128
787,34.2682818,-119.2730552167
788,33.1960049,-117.2487847
789,37.742816,-122.42127699999999
790,34.1149909614,-118.18147012689998
791,37.2507729333,-121.8657459833
792,33.1376251269,-117.1891341384
793,33.7663561,-117.9721200833
794,37.3194561333,-122.0330762
795,37.3942440333,-122.0774631667
796,37.3922845333,-122.07984415
797,37.7487340333,-122.1454910833
798,37.4435043335,-122.1609573364
799,37.3315984833,-122.0334809667
800,33.2003136,-117.2468927
801,37.4160750159,-122.0784029035
802,33.6504769667,-117.74462871669999
803,37.7519909949,-122.42094665769999
804,37.7822369638,-122.40723673859999
805,37.7724023991,-122.4463927746
806,37.3904210671,-122.08107007390001
807,37.7057939667,-122.4692198833
808,33.08716935,-116.9489842
809,37.5561965317,-122.3012208939
810,34.0027239667,-118.48409586670002
811,34.0012649132,-118.4696531296
812,37.7647247326,-122.4026565631
813,36.0919648559,-115.1748490334
814,33.6712291944,-117.6528668404
815,37.7670254969,-122.4107837677
816,37.3973701,-122.0869469667
817,37.7809825989,-122.39531667089999
818,37.8446255167,-122.25121965
819,37.8286649667,-122.2670889833
820,37.804588949999996,-122.2945486667
821,37.3985465991,-122.1082897829
822,37.7604352902,-122.4194204807
823,37.7809527715,-122.4638282881
824,37.3943017,-122.0787845333
825,34.0568048833,-117.75031156669999
826,37.7648395492,-122.4234918825
827,37.3205983167,-122.0319926
828,37.3225833167,-122.0320612167
